track_name,artist_name,year,tempo,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,gender,ethnicity
Halfcrazy,Musiq Soulchild,2002,101,B,Minor,41,41,77,46,0,4,18,Male,Black (American)
"I'm Not a Girl, Not Yet a Woman",Britney Spears,2002,78,D#,Major,53,41,54,57,0,11,2,Female,White (American)
Tainted Love,Marilyn Manson,2002,142,G#,Major,63,51,95,0,0,28,10,Male,White (American)
Handbags And Gladrags,Stereophonics,2002,134,D#,Major,32,21,72,2,0,16,3,Group,White (British)
Wasting My Time,Default,2002,148,D,Major,44,19,77,0,0,6,3,Group,White (Canadian)
Hands Clean,Alanis Morissette,2002,99,G,Major,51,52,82,0,0,50,2,Female,White (Canadian)
Baby,Ashanti,2002,157,E,Minor,56,46,57,0,0,3,22,Female,Black (American)
Addictive,Truth Hurts,2002,99,B,Minor,70,36,67,7,0,18,14,Female,Black (American)
Hey Baby,No Doubt,2002,93,B,Minor,70,75,87,6,0,22,12,Group,Multiracial (American)
Little By Little,Oasis,2002,145,D,Major,40,14,63,3,0,11,2,Group,White (British)
Here Is Gone,The Goo Goo Dolls,2002,102,C#,Major,33,22,68,0,0,10,3,Group,White (American)
Round Round,Sugababes,2002,126,F#,Minor,74,74,84,0,0,11,3,Group,Multiracial (British)
A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,2002,114,E,Minor,59,71,97,0,20,13,5,Male,White (American)
When You Look At Me - Radio Edit,Christina Milian,2002,108,D#,Minor,95,82,83,9,0,9,12,Female,Multiracial (American)
A Woman's Worth,Alicia Keys,2002,75,E,Minor,65,49,41,33,0,6,15,Female,Black (American)
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Busta Rhymes,2002,89,F#,Minor,69,56,79,8,0,6,32,Male,Black (American)
A Moment Like This,Kelly Clarkson,2002,145,G#,Major,41,16,57,16,0,11,3,Female,White (American)
Nothin',N.O.R.E.,2002,97,D#,Minor,79,74,86,31,0,27,15,Male,Black (American)
I Love You,Faith Evans,2002,168,B,Minor,48,56,75,0,0,23,9,Female,Black (American)
Escape,Enrique Iglesias,2002,125,B,Major,77,87,85,2,0,14,2,Male,White (Spanish)
I'm Gonna Be Alright (feat. Nas),Jennifer Lopez,2002,93,A#,Minor,71,77,69,10,0,27,26,Female,Multiracial (American)
Die Another Day,Madonna,2002,123,C,Minor,79,49,79,6,0,8,9,Female,White (American)
Move Bitch,Ludacris,2002,177,C#,Major,77,19,75,24,0,10,13,Male,Black (American)
The Whole World (feat. Killer Mike),Outkast,2002,184,D,Major,81,71,85,9,0,2,40,Group,Multiracial (American)
Kiss Kiss,Holly Valance,2002,97,E,Minor,70,55,71,0,46,7,12,Female,White (Australian)
Murder On The Dancefloor,Sophie Ellis-Bextor,2002,117,C#,Minor,73,88,84,0,0,31,2,Female,White (British)
Luv U Better,LL COOL J,2002,95,F#,Major,66,71,80,23,0,29,23,Male,Black (American)
Just A Little,Liberty X,2002,103,F,Minor,79,72,61,0,0,4,6,Group,Multiracial (British)
If You're Not The One,Daniel Bedingfield,2002,120,A#,Major,68,26,53,56,0,10,3,Male,White (English)
Love at First Sight,Kylie Minogue,2002,124,D#,Minor,60,48,77,2,5,5,4,Female,White (Australian)
Caught in the Middle,A1,2002,96,F,Major,51,57,87,5,0,24,3,Group,White (British)
Girlfriend,*NSYNC,2002,93,C,Minor,74,86,80,8,0,2,9,Group,Multiracial (American)
Caramel,City High,2002,93,F,Minor,80,29,66,17,0,7,28,Group,Black (American)
Rainy Dayz,Mary J. Blige,2002,74,F#,Major,47,52,66,18,0,32,19,Female,Black (American)
Born to Try,Delta Goodrem,2002,133,G#,Major,54,33,58,24,0,18,2,Female,White (Australian)
Days Go By,Dirty Vegas,2002,126,A,Minor,78,30,85,4,8,35,6,Group,White (British)
Gotta Get Thru This - D'N'D Radio Edit,Daniel Bedingfield,2002,133,G,Minor,83,91,76,8,0,10,6,Male,White (English)
In Da Club,50 Cent,2003,90,F#,Minor,90,80,72,26,0,7,34,Male,Black (American)
Seven Nation Army,The White Stripes,2003,123,E,Minor,74,27,44,0,11,33,6,Group,White (American)
Bring Me To Life,Evanescence,2003,94,E,Minor,33,29,94,0,0,24,6,Group,White (American)
Crazy In Love (feat. Jay-Z),BeyoncÃ©,2003,99,D,Minor,64,68,77,0,0,7,22,Female,Multiracial (American)
Get Busy,Sean Paul,2003,100,A#,Minor,74,72,82,61,0,15,3,Male,Black (Jamaican)
Where Is The Love?,Black Eyed Peas,2003,94,F,Major,83,80,69,11,0,13,17,Group,Multiracial (American)
Clocks,Coldplay,2003,130,F,Minor,57,25,74,59,1,18,2,Group,White (British)
Faint,Linkin Park,2003,135,E,Major,55,59,97,11,0,7,13,Group,Multiracial (American)
Rock Your Body,Justin Timberlake,2003,100,E,Minor,89,81,71,20,0,5,14,Male,White (American)
Like a Stone,Audioslave,2003,107,G,Minor,61,51,56,0,0,9,2,Group,Multiracial (American)
Sing For The Moment,Eminem,2003,163,F,Minor,66,18,82,0,0,4,13,Male,White (American)
All The Things She Said,t.A.T.u.,2003,89,F,Minor,60,37,83,4,0,10,4,Group,Multiracial (Russian)
Reptilia,The Strokes,2003,158,A,Major,48,77,64,0,71,10,3,Group,White (American)
Behind Blue Eyes,Limp Bizkit,2003,120,G,Major,59,9,48,49,0,11,2,Group,White (American)
I Miss You,blink-182,2003,110,B,Major,42,59,71,0,0,8,4,Group,White (American)
I Hate Everything About You,Three Days Grace,2003,89,F#,Minor,49,45,83,0,0,13,4,Group,White (Canadian)
21 Questions,50 Cent,2003,90,F#,Minor,57,90,80,35,0,5,31,Male,Black (American)
Your Body Is a Wonderland,John Mayer,2003,94,F,Major,64,68,72,2,4,13,2,Male,White (American)
Cry Me a River,Justin Timberlake,2003,73,G#,Minor,62,56,65,57,0,10,18,Male,White (American)
Headstrong,Trapt,2003,184,E,Minor,49,53,89,0,0,18,11,Group,White (American)
Since U Been Gone,Kelly Clarkson,2003,131,C,Major,66,40,74,0,3,11,3,Female,White (American)
Sway,Michael BublÃ©,2003,125,D,Minor,71,73,63,75,0,8,3,Male,White (Canadian)
X Gon' Give It To Ya,DMX,2003,95,A#,Minor,76,67,89,1,0,7,18,Male,Black (American)
I'm with You,Avril Lavigne,2003,151,A,Major,45,20,40,8,0,11,2,Female,White (Canadian)
Someday,Nickelback,2003,163,B,Minor,45,59,85,0,0,22,3,Group,White (Canadian)
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,2003,85,F#,Major,64,51,75,1,0,64,30,Male,Black (American)
I Believe in a Thing Called Love,The Darkness,2003,128,E,Major,44,62,84,5,0,28,7,Group,White (British)
When I'm Gone,3 Doors Down,2003,148,G,Major,53,37,76,0,0,10,2,Group,White (American)
The Way You Move (feat. Sleepy Brown),Outkast,2003,125,F,Minor,87,63,59,12,0,6,4,Group,Multiracial (American)
Work It,Missy Elliott,2003,101,C#,Major,88,58,67,7,0,7,28,Female,Black (American)
Rock Wit U (Awww Baby),Ashanti,2003,94,E,Minor,71,84,79,40,0,16,5,Female,Black (American)
Lifestyles of the Rich & Famous,Good Charlotte,2003,106,C#,Major,62,60,93,0,0,6,3,Group,White (American)
P.I.M.P.,50 Cent,2003,78,A#,Minor,70,88,75,4,0,4,34,Male,Black (American)
Baby Boy (feat. Sean Paul),BeyoncÃ©,2003,91,C#,Major,65,79,48,8,0,22,22,Female,Multiracial (American)
Drift Away,Uncle Kracker,2003,151,B,Major,58,86,66,18,0,9,3,Male,White (American)
Right Thurr,Chingy,2003,92,D,Major,86,89,74,15,0,6,25,Male,Black (American)
Picture (feat. Sheryl Crow),Kid Rock,2003,97,G,Major,69,37,49,17,0,10,2,Male,White (American)
Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams,2003,102,A,Minor,89,75,40,45,0,8,13,Male,Black (American)
Into You (feat. Tamia),Fabolous,2003,182,G,Minor,54,57,53,23,0,11,5,Male,Black (American)
Fighter,Christina Aguilera,2003,188,E,Minor,43,45,92,23,0,55,20,Female,Multiracial (American)
Satisfaction - Isak Original Extended,Benny Benassi,2003,130,B,Major,79,33,69,16,14,7,10,Male,White (Italian)
Beautiful,Snoop Dogg,2003,101,B,Minor,89,96,74,29,0,8,13,Male,Black (American)
Like Glue,Sean Paul,2003,97,C#,Major,75,58,78,8,0,11,31,Male,Black (Jamaican)
No Letting Go,Wayne Wonder,2003,100,F,Minor,49,31,81,4,0,17,4,Male,Black (Jamaican)
Mesmerize,Ja Rule,2003,90,C#,Major,76,39,64,5,0,41,20,Male,Black (American)
The Seed (2.0),The Roots,2003,111,G,Major,75,96,95,3,0,13,3,Group,Multiracial (American)
The Game of Love (feat. Michelle Branch) - Main / Radio Mix,Santana,2003,119,D,Major,59,67,92,7,0,5,4,Group,Multiracial (American)
So Gone,Monica,2003,81,G#,Major,61,58,55,17,0,25,9,Female,Black (American)
"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,2003,199,F#,Major,81,77,65,3,71,7,36,Female,Black (American)
Mundian To Bach Ke,Panjabi MC,2003,98,B,Major,77,90,85,30,65,13,3,Male,Asian (Indian)
Big Yellow Taxi,Counting Crows,2003,88,C#,Major,67,84,86,0,0,16,4,Group,Multiracial (American)
Can't Let You Go (feat. Mike Shorey & Lil' Mo),Fabolous,2003,192,A,Major,64,81,60,23,0,7,45,Male,Black (American)
Make Luv,Room 5,2003,124,C#,Major,88,64,88,1,63,3,11,Group,White (British)
It's My Life,No Doubt,2003,126,G#,Minor,60,77,75,0,0,32,3,Group,Multiracial (American)
Move Your Feet,Junior Senior,2003,118,A,Major,75,84,89,5,7,22,8,Group,White (Danish)
Say Yes,Floetry,2003,117,F,Minor,74,42,39,21,0,11,7,Group,Multiracial (British)
Can't Hold Us Down (feat. Lil' Kim),Christina Aguilera,2003,98,G#,Major,85,53,65,3,0,6,19,Female,Multiracial (American)
Miss You,Aaliyah,2003,109,A#,Major,67,50,33,65,0,21,3,Female,Black (American)
Rise & Fall (feat. Sting),Craig David,2003,83,F#,Minor,40,80,58,25,0,66,5,Male,Black (British)
In Those Jeans,Ginuwine,2003,127,C#,Major,69,31,54,50,0,7,7,Male,Black (American)
Sorry Seems To Be The Hardest Word,Blue,2003,78,G,Minor,56,44,60,18,0,38,3,Group,Multiracial (British)
Scandalous - U.S. Radio Edit,Mis-Teeq,2003,99,C,Minor,73,65,66,5,0,9,3,Group,Multiracial (British)
Magic Stick,Lil' Kim,2003,92,D,Major,84,50,49,11,0,26,27,Female,Black (American)
Pretty Green Eyes - Radio Edit,Ultrabeat,2003,139,C#,Minor,55,51,77,21,0,7,4,Group,White (British)
Stand Up,Ludacris,2003,99,F#,Major,75,80,84,36,0,9,34,Male,Black (American)
Sunrise,Simply Red,2003,105,F,Minor,78,93,72,0,23,9,2,Group,White (British)
Holidae In,Chingy,2003,153,G,Major,81,94,79,8,0,8,18,Male,Black (American)
Calling All Angels,Train,2003,166,D#,Major,45,52,83,7,0,27,4,Group,White (American)
Mandy,Westlife,2003,105,F,Major,44,37,63,25,0,11,2,Group,White (Irish)
Gossip Folks (feat. Ludacris),Missy Elliott,2003,121,C,Major,70,43,53,36,0,31,50,Female,Black (American)
Damn! (feat. Lil' Jon) - Club Mix,Youngbloodz,2003,84,F#,Minor,77,51,72,1,0,35,30,Group,Black (American)
Put That Woman First,Jaheim,2003,78,F,Minor,64,51,53,49,0,18,13,Male,Black (American)
Miss Independent,Kelly Clarkson,2003,175,B,Minor,65,61,62,8,0,6,11,Female,White (American)
Come Undone,Robbie Williams,2003,167,B,Major,37,25,56,3,0,35,2,Male,White (British)
Excuse Me Miss,JAY-Z,2003,92,F#,Major,71,88,86,3,0,8,28,Male,Black (American)
Wanksta,50 Cent,2003,81,C#,Major,80,90,86,2,0,13,15,Male,Black (American)
Danger! High Voltage - Soulchild Radio Mix,Electric Six,2003,123,B,Minor,66,51,69,0,16,5,3,Group,White (American)
Sound Of The Underground,Girls Aloud,2003,163,B,Major,56,88,86,0,0,32,3,Group,White (British)
All I Have,LL COOL J,2003,83,C#,Major,70,41,65,26,0,12,10,Male,Black (American)
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,Nelly,2003,87,C#,Major,52,90,80,17,0,16,29,Male,Black (American)
"Bump, Bump, Bump (feat. P. Diddy)",B2K,2003,95,C#,Minor,83,87,68,9,0,5,22,Group,Black (American)
Lost Without You,Delta Goodrem,2003,146,G,Major,58,51,74,3,0,19,2,Female,White (Australian)
Leave Right Now,Will Young,2003,81,F#,Major,64,38,44,14,0,10,3,Male,White (British)
U Make Me Wanna,Blue,2003,158,G,Major,59,85,71,32,0,12,3,Group,Multiracial (British)
Why Don't You & I (feat. Chad Kroeger),Santana,2003,168,A#,Major,49,77,89,13,0,10,10,Group,Multiracial (American)
If You're Not The One,Daniel Bedingfield,2003,120,A#,Major,68,26,53,56,0,10,3,Male,White (English)
White Flag,Dido,2003,169,F,Major,51,29,52,32,0,8,4,Female,White (British)
Jump,Girls Aloud,2003,134,G#,Major,65,79,82,0,0,4,3,Group,White (British)
Rain On Me,Ashanti,2003,83,G#,Minor,60,50,69,34,0,7,3,Female,Black (American)
My Love Is Like...Wo,MÃ½a,2003,132,E,Major,83,70,67,22,0,28,12,Female,Black (American)
The Jump Off (feat. Mr. Cheeks) - Remix,Lil' Kim,2003,104,C#,Major,85,93,75,17,0,5,33,Female,Black (American)
Stole,Kelly Rowland,2003,79,G,Minor,64,47,71,0,0,17,5,Female,Black (American)
Get Low,Lil Jon & The East Side Boyz,2003,101,C#,Major,78,12,60,2,0,19,3,Group,Black (American)
Don't Wanna Try,Frankie J,2003,130,F,Minor,65,19,43,44,0,22,3,Male,White (Mexican)
Angel,Amanda Perez,2003,143,C,Major,63,35,54,50,0,15,4,Female,Hispanic (American)
Sweet Dreams My LA Ex - Radio Edit,Rachel Stevens,2003,130,D,Major,85,90,86,7,0,9,13,Female,White (British)
Year 3000,Busted,2003,107,B,Major,59,83,85,0,0,11,3,Group,White (British)
Hole In The Head,Sugababes,2003,124,F#,Minor,79,96,93,3,0,15,3,Group,Multiracial (British)
Shut Up,Black Eyed Peas,2003,112,D,Major,81,56,71,6,0,23,24,Group,Multiracial (American)
Be Faithful,Fatman Scoop,2003,101,G,Major,64,62,71,0,0,31,29,Male,Black (American)
Yeah! (feat. Lil Jon & Ludacris),USHER,2004,105,D,Major,89,58,79,1,0,3,11,Male,Black (American)
This Love,Maroon 5,2004,95,F,Minor,71,80,86,5,0,9,3,Group,Multiracial (American)
Toxic,Britney Spears,2004,143,F,Minor,77,92,83,2,2,24,11,Female,White (American)
Hey Ya!,Outkast,2004,79,E,Minor,72,96,97,10,0,17,6,Group,Multiracial (American)
The Reason,Hoobastank,2004,82,E,Major,47,6,67,1,0,15,2,Group,White (American)
Mr. Brightside,The Killers,2004,148,C#,Major,35,23,91,0,0,9,7,Group,White (American)
Numb,Linkin Park,2004,110,A,Major,49,24,86,0,0,63,3,Group,Multiracial (American)
Gasolina,Daddy Yankee,2004,96,C,Major,85,74,79,32,0,8,6,Male,Hispanic (Puerto Rican)
If I Ain't Got You,Alicia Keys,2004,118,G,Major,60,16,44,60,0,10,10,Female,Black (American)
Take Me Out,Franz Ferdinand,2004,104,E,Minor,27,52,66,0,0,13,3,Group,White (British)
American Idiot,Green Day,2004,186,C#,Major,38,76,98,0,0,36,6,Group,White (American)
My Boo,USHER,2004,86,F,Major,66,67,50,25,0,4,11,Male,Black (American)
Drop It Like It's Hot,Snoop Dogg,2004,91,C#,Major,88,66,63,19,0,10,21,Male,Black (American)
Are You Gonna Be My Girl,Jet,2004,105,D,Major,61,53,95,0,0,15,8,Group,White (Australian)
Here Without You,3 Doors Down,2004,143,A#,Minor,55,23,53,4,0,20,2,Group,White (American)
Somewhere Only We Know,Keane,2004,172,A,Major,45,36,65,7,0,8,2,Group,White (British)
Call on Me - Radio Mix,Eric Prydz,2004,126,A#,Major,59,44,83,0,0,83,37,Male,White (Swedish)
Through The Wire,Kanye West,2004,83,G,Major,57,66,73,0,0,15,24,Male,Black (American)
My Immortal,Evanescence,2004,79,A,Major,19,10,26,86,0,13,3,Group,White (American)
La Camisa Negra,Juanes,2004,97,F#,Minor,75,97,73,8,0,5,3,Male,Hispanic (Colombian)
My Band,D12,2004,120,C#,Minor,85,84,84,49,0,11,8,Group,Multiracial (American)
She Will Be Loved,Maroon 5,2004,102,C,Minor,70,54,71,5,0,13,3,Group,Multiracial (American)
Slow Jamz,Twista,2004,145,D,Minor,55,61,73,31,0,28,17,Male,Black (American)
Let's Get It Started - Spike Mix,Black Eyed Peas,2004,104,B,Minor,78,80,79,10,0,30,12,Group,Multiracial (American)
Roses,Outkast,2004,108,C,Major,75,50,70,4,0,10,5,Group,Multiracial (American)
Jesus Walks,Kanye West,2004,87,D#,Minor,63,71,83,61,0,31,32,Male,Black (American)
I'm Still in Love with You (feat. Sasha),Sean Paul,2004,87,G,Major,76,75,66,10,0,11,17,Male,Black (Jamaican)
Turn Me On,Kevin Lyttle,2004,106,A,Major,67,87,68,4,0,3,3,Male,Black (Vincentian)
Confessions Part II,USHER,2004,138,C#,Major,84,70,46,5,0,6,13,Male,Black (American)
Live Like You Were Dying,Tim McGraw,2004,159,G,Major,41,41,54,49,0,8,2,Male,White (American)
Freek-A-Leek,Petey Pablo,2004,104,D,Major,75,63,69,7,0,36,17,Male,Black (American)
In the Shadows,The Rasmus,2004,105,D,Major,60,75,79,0,0,48,2,Group,Multiracial (Finnish)
Just Lose It,Eminem,2004,121,G#,Major,94,96,63,5,0,28,4,Male,White (American)
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,Mario Winans,2004,97,B,Minor,83,40,51,34,0,11,4,Male,Black (American)
The Way You Move (feat. Sleepy Brown),Outkast,2004,125,F,Minor,87,63,59,12,0,6,4,Group,Multiracial (American)
Goodies (feat. Petey Pablo),Ciara,2004,102,F,Minor,82,87,64,2,0,29,4,Female,Black (American)
My Happy Ending,Avril Lavigne,2004,170,D,Major,41,74,93,0,0,36,7,Female,White (Canadian)
Mad World,Gary Jules,2004,174,D#,Major,34,32,5,97,0,10,3,Male,White (American)
Black Betty - Edit,Spiderbait,2004,124,G,Minor,56,35,86,0,59,21,9,Group,White (Australian)
Move Ya Body,Nina Sky,2004,121,B,Minor,87,87,71,2,0,5,4,Group,Multiracial (American)
Daughters,John Mayer,2004,124,D,Major,67,50,41,83,0,9,2,Male,White (American)
Locked Up,Akon,2004,89,G,Major,83,36,56,2,0,11,8,Male,Black (American)
Naughty Girl,BeyoncÃ©,2004,200,F#,Minor,58,65,46,23,0,9,16,Female,Multiracial (American)
Overnight Celebrity,Twista,2004,134,A#,Minor,82,77,79,18,0,28,17,Male,Black (American)
Leave (Get Out),JoJo,2004,87,F,Major,69,45,56,16,0,8,20,Female,Multiracial (American)
Lola's Theme - Radio Edit,The Shapeshifters,2004,123,F,Minor,75,66,83,0,0,13,5,Group,Multiracial (British)
Lean Back,Terror Squad,2004,95,C#,Major,78,69,91,11,0,7,41,Group,Multiracial (American)
These Words,Natasha Bedingfield,2004,0,None,None,0,0,0,0,0,0,0,Female,White (British)
Everytime,Britney Spears,2004,109,D#,Major,39,11,28,96,0,11,3,Female,White (American)
Vertigo,U2,2004,140,A,Major,41,63,81,0,0,14,6,Group,White (Irish)
Breaking the Habit,Linkin Park,2004,100,E,Minor,57,58,84,10,0,9,3,Group,Multiracial (American)
Bring Em Out,T.I.,2004,98,B,Major,75,58,89,2,0,14,25,Male,Black (American)
100 Years,Five For Fighting,2004,120,G,Major,64,27,56,54,0,17,2,Group,White (American)
Slow Motion,JUVENILE,2004,172,C,Minor,71,89,73,54,0,6,32,Male,Black (American)
Dirt Off Your Shoulder,JAY-Z,2004,163,C#,Major,78,64,65,3,0,33,31,Male,Black (American)
Left Outside Alone,Anastacia,2004,102,D,Minor,66,32,74,6,0,9,3,Female,White (American)
Sunshine (feat. Lea),Lil' Flip,2004,93,C,Major,81,79,38,2,0,13,9,Male,Black (American)
Wanna Get To Know You,G-Unit,2004,76,A#,Minor,51,88,82,10,0,6,13,Group,Multiracial (American)
Hey Mama,Black Eyed Peas,2004,100,B,Minor,86,94,87,10,0,59,24,Group,Multiracial (American)
"Me, Myself and I",BeyoncÃ©,2004,83,C#,Major,75,53,45,22,0,13,8,Female,Multiracial (American)
What You Waiting For?,Gwen Stefani,2004,136,F,Major,67,73,94,5,0,38,6,Female,White (American)
Nobody's Home,Avril Lavigne,2004,185,F,Minor,34,17,90,0,0,16,4,Female,White (Canadian)
Southside,Lloyd,2004,75,A,Minor,68,44,40,37,0,8,8,Male,Black (American)
Salt Shaker,Ying Yang Twins,2004,101,B,Major,88,32,69,5,0,9,12,Group,Black (American)
One Call Away,Chingy,2004,162,E,Minor,76,96,82,9,0,21,18,Male,Black (American)
It's My Life,No Doubt,2004,126,G#,Minor,60,77,75,0,0,32,3,Group,Multiracial (American)
Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,LMC,2004,128,F#,Major,66,66,90,0,3,14,3,Group,White (British)
Lose My Breath,Destiny's Child,2004,119,C#,Major,81,54,89,0,21,9,6,Group,Black (American)
Come With Me - Radio Edit,Special D.,2004,139,G,Major,73,50,99,13,0,28,8,Male,White (German)
Diary (feat. Tony! Toni! Tone! & Jermaine Paul),Alicia Keys,2004,127,G#,Minor,66,27,46,55,0,12,3,Female,Black (American)
Fit but You Know It,The Streets,2004,172,F#,Major,68,89,84,23,0,3,29,Group,White (British)
I Like That,Houston,2004,106,A#,Minor,79,38,50,1,0,10,9,Male,Black (American)
Amazing,George Michael,2004,128,A#,Minor,80,88,75,8,0,11,3,Male,White (British)
On Fire,Lloyd Banks,2004,94,G#,Major,75,42,82,9,0,24,22,Male,Black (American)
Swing Life Away,Rise Against,2004,184,F#,Major,47,78,42,54,0,9,4,Group,White (American)
My Place,Nelly,2004,163,C#,Minor,60,64,64,4,0,9,4,Male,Black (American)
Headsprung,LL COOL J,2004,99,C,Major,71,46,78,1,0,7,2,Male,Black (American)
Don't Tell Me,Avril Lavigne,2004,144,E,Major,52,48,79,0,0,35,3,Female,White (Canadian)
Tipsy - Club Mix,J-Kwon,2004,93,A,Minor,92,65,74,6,0,4,31,Male,Black (American)
How Come,D12,2004,89,A,Major,74,54,85,28,0,18,23,Group,Multiracial (American)
Sick and Tired,Anastacia,2004,99,C,Major,59,47,86,0,0,27,3,Female,White (American)
Read Your Mind,Avant,2004,73,G#,Minor,75,69,38,29,0,9,7,Male,Black (American)
Only U - No Intro,Ashanti,2004,94,F#,Minor,60,27,62,3,0,18,4,Female,Black (American)
Dragostea Din Tei,O-Zone,2004,130,C,Major,81,70,96,16,0,6,4,Group,White (Romanian)
Milkshake - Radio Mix,Kelis,2004,112,C#,Major,89,81,77,0,3,15,4,Female,Black (American)
Pieces Of Me,Ashlee Simpson,2004,87,D,Major,53,75,80,5,0,11,5,Female,White (American)
The Closest Thing to Crazy,Katie Melua,2004,127,E,Major,56,10,21,85,0,9,3,Female,White (British)
Breathe Me,Sia,2004,120,C,Major,55,19,62,4,59,11,3,Female,White (Australian)
Take Your Mama,Scissor Sisters,2004,153,G#,Major,75,93,95,20,0,6,10,Group,Multiracial (American)
I Don't Want to Be,Gavin DeGraw,2004,154,C,Minor,42,46,86,0,0,13,6,Male,White (American)
She Wants To Move,N.E.R.D,2004,115,F,Major,76,80,85,0,0,25,7,Group,Multiracial (American)
Five Colours In Her Hair,McFly,2004,97,G,Major,46,63,90,2,0,23,4,Group,White (British)
Sunshine (feat. Anthony Hamilton),Twista,2004,98,B,Major,92,81,88,26,0,34,29,Male,Black (American)
With You,Jessica Simpson,2004,94,C,Major,55,60,75,9,0,21,10,Female,White (American)
Love Machine,Girls Aloud,2004,116,G,Major,66,69,95,0,0,7,6,Group,White (British)
Dip It Low,Christina Milian,2004,169,B,Minor,75,57,71,1,0,9,11,Female,Multiracial (American)
Dry Your Eyes,The Streets,2004,80,A,Major,68,44,46,56,0,9,23,Group,White (British)
Leave Right Now,Will Young,2004,81,F#,Major,64,38,44,14,0,10,3,Male,White (British)
White Flag,Dido,2004,169,F,Major,51,29,52,32,0,8,4,Female,White (British)
I Believe in You,Kylie Minogue,2004,120,G,Major,54,41,78,0,4,32,7,Female,White (Australian)
We Belong Together,Mariah Carey,2005,139,C,Major,83,76,46,3,0,9,6,Female,Multiracial (American)
Let Me Love You,Mario,2005,94,G,Minor,65,55,57,23,0,11,9,Male,Black (American)
Gold Digger,Kanye West,2005,93,C#,Minor,62,62,69,1,0,5,34,Male,Black (American)
Pon de Replay,Rihanna,2005,99,G,Major,77,49,64,0,0,10,15,Female,Multiracial (Barbadian/Guyanese)
